,hr,casual,registered,cnt
6158,4,2,6,8
6159,5,2,26,28
6160,6,6,107,113
6161,7,20,312,332
6162,8,29,391,420
6163,9,32,183,215
6164,10,21,84,105
6165,11,41,98,139
6166,12,51,138,189
6167,13,53,124,177
6168,14,45,143,188
6169,15,44,143,187
6170,16,55,208,263
6171,17,85,483,568
6172,18,56,484,540
6173,19,41,333,374
6174,20,27,204,231
6175,21,19,181,200
6176,22,25,104,129
6177,23,13,55,68
6178,0,4,21,25
6179,1,3,11,14
6180,2,1,4,5
6181,3,0,3,3
6182,4,2,4,6
6183,5,1,21,22
6184,6,3,111,114
6185,7,23,306,329
6186,8,13,196,209
6187,9,5,64,69
6188,10,4,26,30
6189,11,8,48,56
6190,12,13,47,60
6191,13,22,81,103
6192,14,27,85,112
6193,15,34,158,192
6194,16,23,241,264
6195,17,66,445,511
6196,18,39,453,492
6197,19,43,294,337
6198,20,41,212,253
6199,21,29,177,206
6200,22,23,125,148
6201,23,11,70,81
6202,0,7,20,27
6203,1,0,17,17
6204,2,1,5,6
6205,3,0,6,6
6206,4,2,5,7
6207,5,1,30,31
6208,6,5,112,117
6209,7,18,312,330
6210,8,18,444,462
6211,9,21,187,208
6212,10,30,103,133
6213,11,42,138,180
6214,12,42,151,193
6215,13,37,144,181
6216,14,40,139,179
6217,15,43,142,185
6218,16,51,230,281
6219,17,61,475,536
6220,18,24,384,408
6221,19,30,253,283
6222,20,11,149,160
6223,21,25,175,200
6224,22,15,112,127
6225,23,15,80,95
6226,0,11,30,41
6227,1,5,6,11
6228,2,2,8,10
6229,3,5,7,12
6230,4,0,2,2
6231,5,2,28,30
6232,6,7,94,101
6233,7,16,295,311
6234,8,26,389,415
6235,9,35,168,203
6236,10,19,101,120
6237,11,23,142,165
6238,12,25,151,176
6239,13,38,155,193
6240,14,41,142,183
6241,15,32,149,181
6242,16,39,262,301
6243,17,50,513,563
6244,18,50,501,551
6245,19,32,388,420
6246,20,35,250,285
6247,21,27,194,221
6248,22,21,166,187
6249,23,14,99,113
6250,0,11,41,52
6251,1,2,29,31
6252,2,6,14,20
6253,3,3,5,8
6254,4,6,7,13
6255,5,2,20,22
6256,6,5,99,104
6257,7,14,240,254
6258,8,20,297,317
6259,9,3,108,111
6260,10,7,28,35
6261,11,1,20,21
6262,12,1,28,29
6263,13,7,27,34
6264,14,3,21,24
6265,15,9,52,61
6266,16,5,51,56
6267,17,13,86,99
6268,18,14,220,234
6269,19,16,232,248
6270,20,21,158,179
6271,21,17,121,138
6272,22,31,126,157
6273,23,41,107,148
6274,0,7,86,93
6275,1,18,61,79
6276,2,14,54,68
6277,3,4,27,31
6278,4,1,7,8
6279,5,2,3,5
6280,6,6,12,18
6281,7,12,34,46
6282,8,19,102,121
6283,9,41,134,175
6284,10,90,203,293
6285,11,118,268,386
6286,12,141,266,407
6287,13,170,290,460
6288,14,164,226,390
6289,15,168,284,452
6290,16,167,282,449
6291,17,180,246,426
6292,18,157,243,400
6293,19,77,231,308
6294,20,77,166,243
6295,21,66,156,222
6296,22,50,143,193
6297,23,27,123,150
6298,0,37,136,173
6299,1,31,93,124
6300,2,27,79,106
6301,3,20,39,59
6302,4,3,5,8
6303,5,1,2,3
6304,6,4,13,17
6305,7,15,23,38
6306,8,27,59,86
6307,9,55,100,155
6308,10,85,190,275
6309,11,131,230,361
6310,12,143,270,413
6311,13,122,247,369
6312,14,116,231,347
6313,15,119,234,353
6314,16,144,320,464
6315,17,145,275,420
6316,18,125,279,404
6317,19,87,242,329
6318,20,51,135,186
6319,21,24,113,137
6320,22,20,84,104
6321,23,12,67,79
6322,0,6,23,29
6323,1,3,14,17
6324,2,4,4,8
6325,3,0,5,5
6326,4,2,4,6
6327,5,0,25,25
6328,6,6,107,113
6329,7,17,315,332
6330,8,29,326,355
6331,9,44,161,205
6332,10,37,117,154
6333,11,43,116,159
6334,12,48,161,209
6335,13,48,139,187
6336,14,44,110,154
6337,15,52,157,209
6338,16,74,239,313
6339,17,61,509,570
6340,18,63,490,553
6341,19,36,347,383
6342,20,24,227,251
6343,21,18,164,182
6344,22,14,122,136
6345,23,11,64,75
6346,0,9,28,37
6347,1,4,6,10
6348,2,7,4,11
6349,3,5,5,10
6350,4,5,3,8
6351,5,0,24,24
6352,6,8,116,124
6353,7,15,234,249
6354,8,27,400,427
6355,9,20,173,193
6356,10,21,101,122
6357,11,26,97,123
6358,12,33,129,162
6359,13,29,122,151
6360,14,29,123,152
6361,15,35,170,205
6362,16,33,225,258
6363,17,50,480,530
6364,18,31,325,356
6365,19,26,294,320
6366,20,17,221,238
6367,21,17,179,196
6368,22,19,102,121
6369,23,11,82,93
6370,0,7,29,36
6371,1,1,13,14
6372,2,0,9,9
6373,3,0,3,3
6374,4,1,3,4
6375,5,2,20,22
6376,6,3,111,114
6377,7,8,177,185
6378,8,17,270,287
6379,9,14,141,155
6380,10,20,109,129
6381,11,24,127,151
6382,12,25,159,184
6383,13,24,138,162
6384,14,25,145,170
6385,15,35,146,181
6386,16,39,241,280
6387,17,64,527,591
6388,18,65,459,524
6389,19,57,315,372
6390,20,11,91,102
6391,21,7,67,74
6392,22,19,68,87
6393,23,12,59,71
6394,0,7,33,40
6395,1,3,20,23
6396,2,0,2,2
6397,3,0,8,8
6398,4,2,5,7
6399,5,0,22,22
6400,6,5,106,111
6401,7,14,269,283
6402,8,29,402,431
6403,9,27,198,225
6404,10,24,103,127
6405,11,36,122,158
6406,12,38,157,195
6407,13,36,175,211
6408,14,33,134,167
6409,15,42,185,227
6410,16,64,227,291
6411,17,62,527,589
6412,18,84,500,584
6413,19,36,348,384
6414,20,39,234,273
6415,21,30,195,225
6416,22,25,150,175
6417,23,17,64,81
6418,0,7,53,60
6419,1,5,18,23
6420,2,6,9,15
6421,3,0,3,3
6422,4,2,6,8
6423,5,3,23,26
6424,6,0,98,98
6425,7,14,283,297
6426,8,31,425,456
6427,9,23,214,237
6428,10,46,122,168
6429,11,49,168,217
6430,12,59,195,254
6431,13,72,194,266
6432,14,93,173,266
6433,15,52,193,245
6434,16,62,298,360
6435,17,94,497,591
6436,18,62,449,511
6437,19,42,332,374
6438,20,28,202,230
6439,21,27,179,206
6440,22,30,129,159
6441,23,23,109,132
6442,0,24,106,130
6443,1,11,47,58
6444,2,21,46,67
6445,3,8,17,25
6446,4,2,6,8
6447,5,1,4,5
6448,6,4,15,19
6449,7,6,30,36
6450,8,9,58,67
6451,9,17,112,129
6452,10,21,100,121
6453,11,30,102,132
6454,12,28,130,158
6455,13,27,98,125
6456,14,33,147,180
6457,15,41,154,195
6458,16,58,165,223
6459,17,58,170,228
6460,18,23,117,140
6461,19,27,99,126
6462,20,8,58,66
6463,21,3,53,56
6464,22,12,58,70
6465,23,8,57,65
6466,0,4,43,47
6467,1,1,23,24
6468,2,3,27,30
6469,3,4,5,9
6470,4,4,3,7
6471,5,0,7,7
6472,6,2,13,15
6473,7,5,24,29
6474,8,14,50,64
6475,9,19,96,115
6476,10,60,188,248
6477,11,74,218,292
6478,12,78,243,321
6479,13,84,224,308
6480,14,61,195,256
6481,15,29,144,173
6482,16,44,162,206
6483,17,32,135,167
6484,18,16,158,174
6485,19,34,128,162
6486,20,16,71,87
6487,21,17,71,88
6488,22,9,55,64
6489,23,6,19,25
6490,0,3,13,16
6491,1,1,5,6
6492,2,0,4,4
6493,3,1,6,7
6494,4,2,6,8
6495,5,4,17,21
6496,6,3,91,94
6497,7,8,241,249
6498,8,13,359,372
6499,9,12,141,153
6500,10,19,82,101
6501,11,26,100,126
6502,12,29,118,147
6503,13,16,102,118
6504,14,26,94,120
6505,15,22,79,101
6506,16,16,202,218
6507,17,40,455,495
6508,18,28,384,412
6509,19,15,300,315
6510,20,13,191,204
6511,21,10,128,138
6512,22,12,79,91
6513,23,11,43,54
6514,0,5,22,27
6515,1,1,8,9
6516,2,1,2,3
6517,3,3,3,6
6518,4,3,4,7
6519,5,2,25,27
6520,6,3,109,112
6521,7,11,298,309
6522,8,28,372,400
6523,9,19,168,187
6524,10,19,107,126
6525,11,22,102,124
6526,12,39,160,199
6527,13,20,153,173
6528,14,27,156,183
6529,15,28,166,194
6530,16,36,273,309
6531,17,55,530,585
6532,18,68,456,524
6533,19,35,310,345
6534,20,25,236,261
6535,21,22,144,166
6536,22,8,106,114
6537,23,6,60,66
6538,0,7,36,43
6539,1,4,7,11
6540,2,1,2,3
6541,3,1,5,6
6542,4,1,4,5
6543,5,3,29,32
6544,6,5,112,117
6545,7,9,292,301
6546,8,26,441,467
6547,9,32,187,219
6548,10,30,103,133
6549,11,32,138,170
6550,12,34,180,214
6551,13,30,189,219
6552,14,34,156,190
6553,15,35,147,182
6554,16,37,245,282
6555,17,66,525,591
6556,18,57,536,593
6557,19,40,334,374
6558,20,18,228,246
6559,21,28,173,201
6560,22,20,134,154
6561,23,9,64,73
6562,0,6,34,40
6563,1,5,17,22
6564,2,2,8,10
6565,3,1,4,5
6566,4,0,5,5
6567,5,0,24,24
6568,6,4,110,114
6569,7,15,287,302
6570,8,20,437,457
6571,9,20,188,208
6572,10,24,105,129
6573,11,29,115,144
6574,12,46,180,226
6575,13,33,158,191
6576,14,56,139,195
6577,15,62,157,219
6578,16,51,272,323
6579,17,63,505,568
6580,18,59,479,538
6581,19,38,305,343
6582,20,29,231,260
6583,21,34,161,195
6584,22,24,124,148
6585,23,18,81,99
6586,0,19,48,67
6587,1,3,25,28
6588,2,0,5,5
6589,3,1,9,10
6590,4,0,5,5
6591,5,3,24,27
6592,6,3,84,87
6593,7,5,237,242
6594,8,31,386,417
6595,9,34,207,241
6596,10,48,126,174
6597,11,80,150,230
6598,12,61,174,235
6599,13,95,210,305
6600,14,77,179,256
6601,15,68,202,270
6602,16,73,346,419
6603,17,101,462,563
6604,18,94,371,465
6605,19,51,243,294
6606,20,30,167,197
6607,21,22,144,166
6608,22,27,119,146
6609,23,23,113,136
6610,0,17,72,89
6611,1,14,51,65
6612,2,4,41,45
6613,3,4,16,20
6614,4,3,7,10
6615,5,1,7,8
6616,6,6,16,22
6617,7,27,46,73
6618,8,14,89,103
6619,9,54,163,217
6620,10,120,217,337
6621,11,176,221,397
6622,12,191,255,446
6623,13,256,229,485
6624,14,251,214,465
6625,15,262,234,496
6626,16,221,230,451
6627,17,174,219,393
6628,18,135,224,359
6629,19,76,172,248
6630,20,78,124,202
6631,21,54,133,187
6632,22,45,104,149
6633,23,52,90,142
6634,0,46,83,129
6635,1,15,63,78
6636,2,20,35,55
6637,3,10,20,30
6638,4,7,7,14
6639,5,1,14,15
6640,6,7,14,21
6641,7,18,26,44
6642,8,25,82,107
6643,9,66,119,185
6644,10,155,210,365
6645,11,189,234,423
6646,12,212,243,455
6647,13,225,193,418
6648,14,272,228,500
6649,15,198,209,407
6650,16,223,247,470
6651,17,208,230,438
6652,18,186,228,414
6653,19,116,186,302
6654,20,59,134,193
6655,21,53,120,173
6656,22,48,104,152
6657,23,38,85,123
6658,0,11,42,53
6659,1,4,30,34
6660,2,4,15,19
6661,3,2,9,11
6662,4,2,4,6
6663,5,2,19,21
6664,6,5,39,44
6665,7,12,102,114
6666,8,27,227,254
6667,9,58,161,219
6668,10,107,158,265
6669,11,139,183,322
6670,12,164,201,365
6671,13,146,219,365
6672,14,147,223,370
6673,15,130,254,384
6674,16,154,248,402
6675,17,125,334,459
6676,18,108,365,473
6677,19,69,267,336
6678,20,37,188,225
6679,21,27,148,175
6680,22,22,104,126
6681,23,12,63,75
6682,0,14,16,30
6683,1,2,9,11
6684,2,1,4,5
6685,3,2,1,3
6686,4,0,5,5
6687,5,0,20,20
6688,6,9,114,123
6689,7,19,333,352
6690,8,31,375,406
6691,9,40,195,235
6692,10,38,111,149
6693,11,31,92,123
6694,12,51,130,181
6695,13,42,138,180
6696,14,54,117,171
6697,15,36,139,175
6698,16,63,257,320
6699,17,70,534,604
6700,18,46,493,539
6701,19,33,285,318
6702,20,31,203,234
6703,21,17,158,175
6704,22,27,120,147
6705,23,10,47,57
6706,0,2,23,25
6707,1,2,8,10
6708,2,0,2,2
6709,3,0,2,2
6710,4,1,6,7
6711,5,0,22,22
6712,6,5,107,112
6713,7,15,244,259
6714,8,27,377,404
6715,9,14,183,197
6716,10,15,98,113
6717,11,18,102,120
6718,12,9,53,62
6719,13,25,76,101
6720,14,8,70,78
6721,15,3,42,45
6722,16,5,50,55
6723,17,16,235,251
6724,18,11,161,172
6725,19,7,102,109
6726,20,9,81,90
6727,21,9,74,83
6728,22,3,40,43
6729,23,13,41,54
6730,0,1,14,15
6731,1,3,9,12
6732,2,0,4,4
6733,3,2,4,6
6734,4,2,5,7
6735,5,1,16,17
6736,6,1,51,52
6737,7,5,76,81
6738,8,10,199,209
6739,9,3,106,109
6740,10,16,53,69
6741,11,8,76,84
6742,12,10,95,105
6743,13,20,142,162
6744,14,22,111,133
6745,15,27,128,155
6746,16,36,240,276
6747,17,47,432,479
6748,18,20,248,268
6749,19,18,187,205
6750,20,15,166,181
6751,21,8,115,123
6752,22,13,101,114
6753,23,2,45,47
6754,0,10,29,39
6755,1,8,16,24
6756,2,0,6,6
6757,3,1,6,7
6758,4,0,8,8
6759,5,0,17,17
6760,6,4,90,94
6761,7,10,137,147
6762,8,23,186,209
6763,9,16,164,180
6764,10,17,108,125
6765,11,11,76,87
6766,12,13,62,75
6767,13,18,114,132
6768,14,37,119,156
6769,15,61,169,230
6770,16,80,264,344
6771,17,55,426,481
6772,18,62,361,423
6773,19,27,221,248
6774,20,19,177,196
6775,21,22,156,178
6776,22,20,123,143
6777,23,15,80,95
6778,0,18,88,106
6779,1,9,64,73
6780,2,17,39,56
6781,3,5,18,23
6782,4,0,6,6
6783,5,1,6,7
6784,6,5,15,20
6785,7,17,40,57
6786,8,24,101,125
6787,9,50,157,207
6788,10,115,207,322
6789,11,153,221,374
6790,12,195,261,456
6791,13,171,223,394
6792,14,242,230,472
6793,15,166,211,377
6794,16,179,264,443
6795,17,177,264,441
6796,18,121,251,372
6797,19,61,177,238
6798,20,42,137,179
6799,21,53,115,168
6800,22,45,121,166
6801,23,33,102,135
6802,0,22,85,107
6803,1,13,64,77
6804,2,13,52,65
6805,3,11,31,42
6806,4,5,7,12
6807,5,1,6,7
6808,6,3,7,10
6809,7,9,39,48
6810,8,28,71,99
6811,9,39,151,190
6812,10,121,226,347
6813,11,159,218,377
6814,12,167,277,444
6815,13,169,269,438
6816,14,204,258,462
6817,15,182,230,412
6818,16,177,289,466
6819,17,152,253,405
6820,18,102,226,328
6821,19,52,181,233
6822,20,49,129,178
6823,21,14,88,102
6824,22,42,88,130
6825,23,14,48,62
6826,0,12,25,37
6827,1,2,15,17
6828,2,4,3,7
6829,3,0,2,2
6830,4,2,3,5
6831,5,1,28,29
6832,6,7,107,114
6833,7,10,299,309
6834,8,33,381,414
6835,9,26,180,206
6836,10,43,92,135
6837,11,35,131,166
6838,12,39,166,205
6839,13,49,156,205
6840,14,44,122,166
6841,15,66,142,208
6842,16,64,238,302
6843,17,80,540,620
6844,18,49,469,518
6845,19,45,288,333
6846,20,40,189,229
6847,21,36,141,177
6848,22,16,88,104
6849,23,10,52,62
6850,0,8,23,31
6851,1,4,7,11
6852,2,1,4,5
6853,3,0,1,1
6854,4,0,4,4
6855,5,2,19,21
6856,6,4,105,109
6857,7,15,326,341
6858,8,25,474,499
6859,9,29,198,227
6860,10,27,75,102
6861,11,35,112,147
6862,12,42,159,201
6863,13,48,171,219
6864,14,32,137,169
6865,15,66,139,205
6866,16,58,246,304
6867,17,72,553,625
6868,18,58,512,570
6869,19,31,286,317
6870,20,23,204,227
6871,21,28,178,206
6872,22,22,115,137
6873,23,7,63,70
6874,0,11,23,34
6875,1,7,9,16
6876,2,1,6,7
6877,4,0,3,3
6878,5,0,3,3
6879,6,3,28,31
6880,7,1,67,68
6881,8,10,200,210
6882,9,17,185,202
6883,10,14,109,123
6884,11,33,116,149
6885,12,13,117,130
6886,13,20,86,106
6887,14,17,80,97
6888,15,21,99,120
6889,16,21,180,201
6890,17,11,170,181
6891,18,8,132,140
6892,19,8,189,197
6893,20,5,140,145
6894,21,6,79,85
6895,22,13,94,107
6896,23,14,55,69
6897,0,4,22,26
6898,1,4,11,15
6899,2,0,4,4
6900,3,0,1,1
6901,4,2,6,8
6902,5,2,24,26
6903,6,5,87,92
6904,7,15,303,318
6905,8,17,409,426
6906,9,26,197,223
6907,10,25,105,130
6908,11,30,99,129
6909,12,28,171,199
6910,13,28,136,164
6911,14,38,117,155
6912,15,22,138,160
6913,16,31,203,234
6914,17,56,438,494
6915,18,39,430,469
6916,19,20,278,298
6917,20,34,207,241
6918,21,16,149,165
6919,22,22,106,128
6920,23,7,83,90
6921,0,8,42,50
6922,1,7,19,26
6923,2,6,12,18
6924,3,0,7,7
6925,4,0,6,6
6926,5,0,31,31
6927,6,7,78,85
6928,7,5,228,233
6929,8,16,386,402
6930,9,33,189,222
6931,10,32,106,138
6932,11,39,135,174
6933,12,47,193,240
6934,13,43,163,206
6935,14,67,131,198
6936,15,57,178,235
6937,16,60,242,302
6938,17,79,445,524
6939,18,43,354,397
6940,19,25,228,253
6941,20,29,155,184
6942,21,31,112,143
6943,22,24,89,113
6944,23,18,99,117
6945,0,16,80,96
6946,1,20,50,70
6947,2,6,25,31
6948,3,1,19,20
6949,4,4,4,8
6950,5,1,7,8
6951,6,1,17,18
6952,7,8,49,57
6953,8,26,88,114
6954,9,47,122,169
6955,10,87,149,236
6956,11,110,172,282
6957,12,132,211,343
6958,13,136,186,322
6959,14,133,177,310
6960,15,159,223,382
6961,16,169,190,359
6962,17,143,217,360
6963,18,111,224,335
6964,19,47,173,220
6965,20,48,111,159
6966,21,37,120,157
6967,22,30,114,144
6968,23,27,81,108
6969,0,24,64,88
6970,1,11,60,71
6971,2,10,40,50
6972,3,15,31,46
6973,4,5,1,6
6974,5,1,2,3
6975,6,0,12,12
6976,7,3,18,21
6977,8,32,56,88
6978,9,48,95,143
6979,10,104,185,289
6980,11,131,202,333
6981,12,164,249,413
6982,13,160,255,415
6983,14,192,216,408
6984,15,171,216,387
6985,16,188,217,405
6986,17,120,220,340
6987,18,88,196,284
6988,19,53,140,193
6989,20,32,112,144
6990,21,24,75,99
6991,22,25,69,94
6992,23,18,31,49
6993,0,6,26,32
6994,1,7,8,15
6995,2,1,6,7
6996,3,1,3,4
6997,4,1,5,6
6998,5,2,19,21
6999,6,3,83,86
7000,7,11,274,285
7001,8,20,378,398
7002,9,29,166,195
7003,10,47,82,129
7004,11,59,109,168
7005,12,64,156,220
7006,13,60,138,198
7007,14,63,143,206
7008,15,52,125,177
7009,16,68,242,310
7010,17,87,527,614
7011,18,58,428,486
7012,19,25,212,237
7013,20,11,118,129
7014,21,12,114,126
7015,22,3,76,79
7016,23,9,50,59
7017,0,4,26,30
7018,1,5,6,11
7019,2,2,3,5
7020,3,1,3,4
7021,4,0,5,5
7022,5,0,24,24
7023,6,3,95,98
7024,7,15,299,314
7025,8,25,383,408
7026,9,29,194,223
7027,10,26,102,128
7028,11,46,120,166
7029,12,35,165,200
7030,13,37,161,198
7031,14,66,134,200
7032,15,63,171,234
7033,16,52,233,285
7034,17,68,517,585
7035,18,65,453,518
7036,19,44,294,338
7037,20,40,208,248
7038,21,32,169,201
7039,22,22,148,170
7040,23,15,79,94
7041,0,4,28,32
7042,1,3,9,12
7043,2,2,1,3
7044,3,0,3,3
7045,4,0,5,5
7046,5,0,21,21
7047,6,0,92,92
7048,7,15,284,299
7049,8,26,438,464
7050,9,14,226,240
7051,10,26,105,131
7052,11,23,132,155
7053,12,39,155,194
7054,13,20,62,82
7055,14,14,52,66
7056,15,11,59,70
7057,16,17,196,213
7058,17,40,414,454
7059,18,55,398,453
7060,19,25,306,331
7061,20,27,180,207
7062,21,17,140,157
7063,22,23,112,135
7064,23,3,72,75
7065,0,3,23,26
7066,1,2,9,11
7067,2,3,5,8
7068,3,1,3,4
7069,4,1,3,4
7070,5,1,14,15
7071,6,4,42,46
7072,7,9,128,137
7073,8,12,304,316
7074,9,16,155,171
7075,10,10,52,62
7076,11,8,44,52
7077,12,8,45,53
7078,13,10,64,74
7079,14,16,76,92
7080,15,12,95,107
7081,16,14,193,207
7082,17,31,291,322
7083,18,14,226,240
7084,19,19,200,219
7085,20,11,171,182
7086,21,13,119,132
7087,22,14,97,111
7088,23,8,60,68
7089,0,4,40,44
7090,1,7,9,16
7091,2,1,3,4
7092,3,4,4,8
7093,4,5,5,10
7094,5,0,25,25
7095,6,1,74,75
7096,7,6,199,205
7097,8,13,361,374
7098,9,19,210,229
7099,10,28,102,130
7100,11,40,128,168
7101,12,46,167,213
7102,13,43,185,228
7103,14,33,152,185
7104,15,44,171,215
7105,16,46,262,308
7106,17,35,411,446
7107,18,36,332,368
7108,19,16,188,204
7109,20,12,131,143
7110,21,5,69,74
7111,22,4,32,36
7112,23,8,31,39
7113,0,0,19,19
7114,1,0,18,18
7115,2,1,16,17
7116,3,0,8,8
7117,4,0,1,1
7118,5,0,1,1
7119,6,4,1,5
7120,7,1,6,7
7121,8,4,16,20
7122,9,1,19,20
7123,10,0,12,12
7124,11,1,26,27
7125,12,6,44,50
7126,13,0,30,30
7127,14,0,29,29
7128,15,3,38,41
7129,16,3,19,22
7130,17,3,28,31
7131,18,6,37,43
7132,19,3,36,39
7133,20,7,40,47
7134,21,1,49,50
7135,22,10,44,54
7136,23,3,33,36
7137,0,7,47,54
7138,1,9,34,43
7139,2,7,43,50
7140,3,7,26,33
7141,4,1,10,11
7142,5,0,4,4
7143,6,2,8,10
7144,7,7,15,22
7145,8,20,60,80
7146,9,55,92,147
7147,10,53,125,178
7148,11,58,182,240
7149,12,85,229,314
7150,13,113,232,345
7151,14,91,209,300
7152,15,88,202,290
7153,16,107,213,320
7154,17,54,191,245
7155,18,51,162,213
7156,19,28,125,153
7157,20,18,74,92
7158,21,4,75,79
7159,22,13,58,71
7160,23,7,30,37
7161,0,3,20,23
7162,1,5,8,13
7163,2,0,3,3
7164,3,0,3,3
7165,4,1,5,6
7166,5,0,18,18
7167,6,4,82,86
7168,7,11,216,227
7169,8,17,355,372
7170,9,14,197,211
7171,10,18,87,105
7172,11,31,97,128
7173,12,30,140,170
7174,13,24,128,152
7175,14,22,119,141
7176,15,27,141,168
7177,16,30,242,272
7178,17,44,442,486
7179,18,30,392,422
7180,19,12,226,238
7181,20,18,154,172
7182,21,7,109,116
7183,22,8,77,85
7184,23,6,46,52
7185,0,3,18,21
7186,1,3,8,11
7187,2,1,3,4
7188,3,1,5,6
7189,4,1,7,8
7190,5,0,18,18
7191,6,3,90,93
7192,7,8,246,254
7193,8,17,402,419
7194,9,16,206,222
7195,10,21,114,135
7196,11,16,101,117
7197,12,23,153,176
7198,13,20,147,167
7199,14,32,118,150
7200,15,38,148,186
7201,16,46,252,298
7202,17,36,470,506
7203,18,39,421,460
7204,19,39,274,313
7205,20,18,191,209
7206,21,13,114,127
7207,22,5,91,96
7208,23,11,61,72
7209,0,0,19,19
7210,1,2,8,10
7211,2,0,2,2
7212,3,0,2,2
7213,4,0,4,4
7214,5,0,27,27
7215,6,1,91,92
7216,7,11,240,251
7217,8,20,452,472
7218,9,15,213,228
7219,10,25,108,133
7220,11,27,117,144
7221,12,32,157,189
7222,13,22,139,161
7223,14,40,132,172
7224,15,26,161,187
7225,16,35,231,266
7226,17,30,523,553
7227,18,31,448,479
7228,19,25,257,282
7229,20,5,177,182
7230,21,13,155,168
7231,22,7,99,106
7232,23,3,54,57
7233,0,3,28,31
7234,1,3,12,15
7235,2,2,5,7
7236,3,1,4,5
7237,4,1,3,4
7238,5,1,27,28
7239,6,3,96,99
7240,7,12,280,292
7241,8,8,394,402
7242,9,9,155,164
7243,10,12,98,110
7244,11,12,108,120
7245,12,17,162,179
7246,13,19,150,169
7247,14,32,120,152
7248,15,24,138,162
7249,16,33,234,267
7250,17,33,465,498
7251,18,24,409,433
7252,19,18,234,252
7253,20,11,198,209
7254,21,4,140,144
7255,22,21,116,137
7256,23,15,80,95
7257,0,11,32,43
7258,1,1,16,17
7259,2,2,8,10
7260,3,1,7,8
7261,4,1,6,7
7262,5,0,23,23
7263,6,2,64,66
7264,7,10,235,245
7265,8,8,387,395
7266,9,15,239,254
7267,10,19,115,134
7268,11,34,128,162
7269,12,44,153,197
7270,13,33,161,194
7271,14,54,147,201
7272,15,45,192,237
7273,16,53,237,290
7274,17,42,438,480
7275,18,35,339,374
7276,19,14,182,196
7277,20,15,171,186
7278,21,8,115,123
7279,22,6,109,115
7280,23,17,72,89
7281,0,4,48,52
7282,1,5,57,62
7283,2,7,24,31
7284,3,0,8,8
7285,4,3,5,8
7286,5,0,2,2
7287,6,3,20,23
7288,7,3,31,34
7289,8,4,80,84
7290,9,30,111,141
7291,10,56,171,227
7292,11,69,169,238
7293,12,137,235,372
7294,13,148,207,355
7295,14,159,227,386
7296,15,141,202,343
7297,16,128,207,335
7298,17,100,234,334
7299,18,52,185,237
7300,19,45,159,204
7301,20,29,136,165
7302,21,19,99,118
7303,22,10,72,82
7304,23,4,81,85
7305,0,10,65,75
7306,1,11,104,115
7307,2,6,23,29
7308,3,5,4,9
7309,4,0,6,6
7310,5,0,5,5
7311,6,5,11,16
7312,7,4,24,28
7313,8,19,71,90
7314,9,36,134,170
7315,10,76,186,262
7316,11,104,216,320
7317,12,120,226,346
7318,13,105,209,314
7319,14,101,219,320
7320,15,96,210,306
7321,16,84,263,347
7322,17,71,185,256
7323,18,39,146,185
7324,19,21,130,151
7325,20,16,100,116
7326,21,11,77,88
7327,22,5,40,45
7328,23,7,43,50
7329,0,1,14,15
7330,1,2,6,8
7331,2,0,2,2
7332,3,0,3,3
7333,4,2,4,6
7334,5,1,25,26
7335,6,2,97,99
7336,7,6,305,311
7337,8,13,397,410
7338,9,18,156,174
7339,10,28,95,123
7340,11,28,100,128
7341,12,21,158,179
7342,13,32,157,189
7343,14,30,115,145
7344,15,38,132,170
7345,16,40,255,295
7346,17,39,489,528
7347,18,18,407,425
7348,19,20,280,300
7349,20,17,187,204
7350,21,10,129,139
7351,22,6,102,108
7352,23,1,47,48
7353,0,0,18,18
7354,1,3,8,11
7355,2,0,1,1
7356,3,0,3,3
7357,4,0,4,4
7358,5,1,17,18
7359,6,3,96,99
7360,7,7,316,323
7361,8,11,455,466
7362,9,14,177,191
7363,10,25,104,129
7364,11,21,126,147
7365,12,28,175,203
7366,13,31,165,196
7367,14,32,129,161
7368,15,33,155,188
7369,16,39,250,289
7370,17,40,459,499
7371,18,30,432,462
7372,19,14,264,278
7373,20,12,169,181
7374,21,16,166,182
7375,22,13,95,108
7376,23,3,45,48
7377,0,0,13,13
7378,1,0,10,10
7379,2,0,5,5
7380,3,0,4,4
7381,4,0,4,4
7382,5,0,28,28
7383,6,0,98,98
7384,7,0,300,300
7385,8,19,437,456
7386,9,22,197,219
7387,10,16,89,105
7388,11,21,131,152
7389,12,24,156,180
7390,13,31,136,167
7391,14,26,153,179
7392,15,21,130,151
7393,16,24,257,281
7394,17,27,458,485
7395,18,21,387,408
7396,19,12,292,304
7397,20,18,201,219
7398,21,9,152,161
7399,22,9,105,114
7400,23,5,61,66
7401,0,0,24,24
7402,1,1,10,11
7403,2,0,5,5
7404,3,0,11,11
7405,4,1,2,3
7406,5,1,22,23
7407,6,4,110,114
7408,7,6,266,272
7409,8,18,418,436
7410,9,23,188,211
7411,10,17,100,117
7412,11,9,99,108
7413,12,18,149,167
7414,13,9,87,96
7415,14,6,58,64
7416,15,5,57,62
7417,16,6,67,73
7418,17,9,168,177
7419,18,10,263,273
7420,19,19,192,211
7421,20,8,160,168
7422,21,6,130,136
7423,22,5,84,89
7424,23,9,73,82
7425,0,10,56,66
7426,1,3,16,19
7427,2,1,10,11
7428,3,0,6,6
